country_name,country_code,year,gini_ratio,gdp_growth
Turkey,TUR,01/01/2013,40.2,8.491309393
Turkey,TUR,01/01/2014,41.2,5.166690703
Turkey,TUR,01/01/2015,42.9,6.085886632
Turkey,TUR,01/01/2016,41.9,3.183831543
United Kingdom,GBR,01/01/2002,..,2.457877617
United Kingdom,GBR,01/01/2003,..,3.325909315
United Kingdom,GBR,01/01/2004,36,2.364455337
United Kingdom,GBR,01/01/2005,34.3,3.096088937
United Kingdom,GBR,01/01/2006,34.6,2.455999651
United Kingdom,GBR,01/01/2007,35.7,2.35670823
United Kingdom,GBR,01/01/2008,34.1,-0.472540317
United Kingdom,GBR,01/01/2009,34.3,-4.187759438
United Kingdom,GBR,01/01/2010,34.4,1.69454714
United Kingdom,GBR,01/01/2011,33.2,1.45262397
United Kingdom,GBR,01/01/2012,32.3,1.481329829
United Kingdom,GBR,01/01/2013,33.2,2.052388508
United Kingdom,GBR,01/01/2014,34,3.054251012
United Kingdom,GBR,01/01/2015,33.2,2.345939517
United Kingdom,GBR,01/01/2016,..,1.93579095
United States,USA,01/01/2002,..,1.786127687
United States,USA,01/01/2003,..,2.806775956
United States,USA,01/01/2004,40.5,3.78574285
United States,USA,01/01/2005,..,3.345216063
United States,USA,01/01/2006,..,2.666625826
United States,USA,01/01/2007,41.1,1.77857024
United States,USA,01/01/2008,..,-0.291621459
United States,USA,01/01/2009,..,-2.775529574
United States,USA,01/01/2010,40.4,2.531920616
United States,USA,01/01/2011,..,1.601454672
United States,USA,01/01/2012,..,2.224030854
United States,USA,01/01/2013,41,1.67733153
United States,USA,01/01/2014,..,2.569193594
United States,USA,01/01/2015,..,2.861587025
United States,USA,01/01/2016,41.5,1.485279193
