country,iso3,region,date, gdp_pc , rol_index , pop 
Denmark,DNK,Europe,20160101, 64,391 , 0.8897 , 5,728,010 
Czechia,CZE,Europe,20160101, 43,986 , 0.7528 , 10,566,332 
Croatia,HRV,Europe,20160101, 30,384 , 0.6096 , 4,174,349 
Cote d'Ivoire,CIV,Africa,20160101, 5,711 , 0.4772 , 24,213,622 
Costa Rica,CRI,Americas,20160101, 21,839 , 0.6886 , 4,945,205 
Colombia,COL,Americas,20160101, 17,245 , 0.5070 , 47,625,955 
China,CHN,Asia,20160101, 15,485 , 0.4859 , 1,387,790,000 
Chile,CHL,Americas,20160101, 28,252 , 0.6855 , 18,083,879 
Canada,CAN,Americas,20160101, 54,765 , 0.8108 , 36,110,803 
Cameroon,CMR,Africa,20160101, 4,713 , 0.3763 , 23,711,630 
Cambodia,KHM,Asia,20160101, 4,033 , 0.3256 , 15,624,584 
Burkina Faso,BFA,Africa,20160101, 2,163 , 0.4894 , 19,275,498 
Bulgaria,BGR,Europe,20160101, 24,999 , 0.5527 , 7,127,822 
Brazil,BRA,Americas,20160101, 17,311 , 0.5588 , 206,859,578 
Botswana,BWA,Africa,20160101, 16,060 , 0.5795 , 2,352,416 
Bosnia and Herzegovina,BIH,Europe,20160101, 15,049 , 0.5613 , 3,480,986 
Bolivia,BOL,Americas,20160101, 9,322 , 0.4023 , 11,263,015 
Belize,BLZ,Americas,20160101, 11,972 , 0.4801 , 367,313 
Belgium,BEL,Europe,20160101, 59,316 , 0.7909 , 11,331,422 
Belarus,BLR,Europe,20160101, 24,847 , 0.5422 , 9,469,379 
Barbados,BRB,Americas,20160101, 17,201 , 0.6714 , 278,649 
Bangladesh,BGD,Asia,20160101, 5,719 , 0.4081 , 159,784,568 
Austria,AUT,Europe,20160101, 62,865 , 0.8371 , 8,736,668 
Australia,AUS,Oceania,20160101, 55,668 , 0.8083 , 24,190,907 
Argentina,ARG,Americas,20160101, 28,007 , 0.5569 , 43,590,368 
Antigua and Barbuda,ATG,Americas,20160101, 26,462 , 0.6660 , 90,564 
Albania,ALB,Europe,20160101, 13,695 , 0.5090 , 2,876,101 
Afghanistan,AFG,Asia,20160101, 2,964 , 0.3481 , 34,636,207 
Zimbabwe,ZWE,Africa,20170101, 3,612 , 0.3744 , 14,751,101 
Zambia,ZMB,Africa,20170101, 3,642 , 0.4729 , 17,298,054 
Viet Nam,VNM,Asia,20170101, 10,416 , 0.5008 , 94,033,048 
Uzbekistan,UZB,Asia,20170101, 7,158 , 0.4611 , 32,388,600 
Uruguay,URY,Americas,20170101, 29,565 , 0.7118 , 3,422,200 
United States,USA,Americas,20170101, 66,483 , 0.7328 , 325,122,128 
United Kingdom,GBR,Europe,20170101, 53,399 , 0.8094 , 66,058,859 
United Arab Emirates,ARE,Asia,20170101, 70,049 , 0.6474 , 9,068,296 
Ukraine,UKR,Europe,20170101, 16,524 , 0.4985 , 44,880,758 
Uganda,UGA,Africa,20170101, 2,547 , 0.4031 , 40,127,085 
Turkiye,TUR,Asia,20170101, 28,118 , 0.4195 , 80,312,698 
Tunisia,TUN,Africa,20170101, 12,664 , 0.5345 , 11,811,443 
Trinidad and Tobago,TTO,Americas,20170101, 31,764 , 0.5576 , 1,478,607 
Thailand,THA,Asia,20170101, 20,168 , 0.5054 , 70,898,202 
Tanzania,TZA,Africa,20170101, 3,283 , 0.4699 , 56,267,032 
Sweden,SWE,Europe,20170101, 60,786 , 0.8636 , 10,057,698 
Suriname,SUR,Americas,20170101, 22,111 , 0.5098 , 587,559 
St. Vincent and the Grenadines,VCT,Americas,20170101, 15,381 , 0.6112 , 105,549 
St. Lucia,LCA,Americas,20170101, 21,839 , 0.6290 , 177,163 
St. Kitts and Nevis,KNA,Americas,20170101, 29,504 , 0.6614 , 47,785 
Sri Lanka,LKA,Asia,20170101, 14,536 , 0.5259 , 21,506,813 
Spain,ESP,Europe,20170101, 45,022 , 0.7045 , 46,593,236 
South Africa,ZAF,Africa,20170101, 14,824 , 0.5886 , 56,641,209 
Slovenia,SVN,Europe,20170101, 42,332 , 0.6726 , 2,066,388 
Singapore,SGP,Asia,20170101, 115,831 , 0.7965 , 5,612,253 
Sierra Leone,SLE,Africa,20170101, 1,603 , 0.4536 , 7,677,565 
Senegal,SEN,Africa,20170101, 3,952 , 0.5523 , 15,157,793 
Russian Federation,RUS,Europe,20170101, 35,932 , 0.4691 , 145,293,260 
Romania,ROU,Europe,20170101, 33,058 , 0.6573 , 19,588,715 
Portugal,PRT,Europe,20170101, 38,101 , 0.7207 , 10,300,300 
Poland,POL,Europe,20170101, 34,689 , 0.6750 , 37,974,826 
Philippines,PHL,Asia,20170101, 8,695 , 0.4697 , 106,738,501 
Peru,PER,Americas,20170101, 14,938 , 0.5236 , 31,605,486 
Panama,PAN,Americas,20170101, 32,136 , 0.5206 , 4,096,063 
Pakistan,PAK,Asia,20170101, 5,192 , 0.3938 , 216,379,655 
Norway,NOR,Europe,20170101, 87,415 , 0.8896 , 5,276,968 
North Macedonia,MKD,Europe,20170101, 20,328 , 0.5311 , 1,898,657 
Nigeria,NGA,Africa,20170101, 5,849 , 0.4385 , 193,495,907 
Nicaragua,NIC,Americas,20170101, 7,145 , 0.4364 , 6,480,532 
New Zealand,NZL,Oceania,20170101, 46,400 , 0.8286 , 4,813,600 
Netherlands,NLD,Europe,20170101, 65,041 , 0.8540 , 17,131,296 
Nepal,NPL,Asia,20170101, 4,047 , 0.5277 , 28,183,426 
Myanmar,MMR,Asia,20170101, 5,834 , 0.4212 , 52,288,341 
Morocco,MAR,Africa,20170101, 8,428 , 0.5090 , 35,528,115 
Mongolia,MNG,Asia,20170101, 14,648 , 0.5449 , 3,096,030 
Moldova,MDA,Europe,20170101, 13,119 , 0.4908 , 2,755,189 
Mexico,MEX,Americas,20170101, 22,179 , 0.4570 , 122,839,258 
Malaysia,MYS,Asia,20170101, 29,912 , 0.5370 , 31,975,806 
Malawi,MWI,Africa,20170101, 1,687 , 0.5111 , 17,881,167 
Madagascar,MDG,Africa,20170101, 1,715 , 0.4373 , 26,169,542 
Liberia,LBR,Africa,20170101, 1,679 , 0.4535 , 4,796,631 
Lebanon,LBN,Asia,20170101, 16,263 , 0.4706 , 6,109,252 
Kyrgyz Republic,KGZ,Asia,20170101, 5,964 , 0.4750 , 6,198,200 
Kenya,KEN,Africa,20170101, 4,872 , 0.4485 , 48,948,137 
Kazakhstan,KAZ,Asia,20170101, 32,598 , 0.5175 , 18,037,776 
Jordan,JOR,Asia,20170101, 9,357 , 0.5964 , 10,215,381 
Japan,JPN,Asia,20170101, 44,750 , 0.7873 , 126,972,000 
Jamaica,JAM,Americas,20170101, 9,991 , 0.5769 , 2,808,376 
Italy,ITA,Europe,20170101, 48,753 , 0.6522 , 60,536,709 
Indonesia,IDN,Asia,20170101, 11,899 , 0.5191 , 264,498,852 
India,IND,Asia,20170101, 7,356 , 0.5182 , 1,354,195,680 
Hungary,HUN,Europe,20170101, 33,935 , 0.5479 , 9,787,966 
Honduras,HND,Americas,20170101, 6,075 , 0.4056 , 9,626,842 
Guyana,GUY,Americas,20170101, 12,895 , 0.5040 , 763,252 
Guatemala,GTM,Americas,20170101, 11,286 , 0.4422 , 16,087,418 
Grenada,GRD,Americas,20170101, 15,562 , 0.6117 , 120,921 
Greece,GRC,Europe,20170101, 31,875 , 0.6066 , 10,754,679 
Ghana,GHA,Africa,20170101, 5,951 , 0.5927 , 30,222,262 
Germany,DEU,Europe,20170101, 61,564 , 0.8359 , 82,657,002 
Georgia,GEO,Asia,20170101, 16,238 , 0.6108 , 3,728,004 
France,FRA,Europe,20170101, 53,398 , 0.7381 , 66,918,020 
Finland,FIN,Europe,20170101, 56,547 , 0.8721 , 5,508,214 
Ethiopia,ETH,Africa,20170101, 2,253 , 0.3800 , 108,197,950 
Estonia,EST,Europe,20170101, 39,337 , 0.7985 , 1,317,384 
El Salvador,SLV,Americas,20170101, 9,979 , 0.4814 , 6,266,654 
Ecuador,ECU,Americas,20170101, 14,215 , 0.4725 , 16,696,944 
Dominican Republic,DOM,Americas,20170101, 19,450 , 0.4672 , 10,647,244 
Dominica,DMA,Americas,20170101, 15,285 , 0.5991 , 70,403 
Denmark,DNK,Europe,20170101, 65,784 , 0.8934 , 5,764,980 
Czechia,CZE,Europe,20170101, 46,137 , 0.7422 , 10,594,438 
Croatia,HRV,Europe,20170101, 31,786 , 0.6132 , 4,124,531 
Cote d'Ivoire,CIV,Africa,20170101, 5,978 , 0.4734 , 24,848,016 
Costa Rica,CRI,Americas,20170101, 22,525 , 0.6866 , 4,993,842 
Colombia,COL,Americas,20170101, 17,217 , 0.5055 , 48,351,671 
China,CHN,Asia,20170101, 16,461 , 0.5008 , 1,396,215,000 
Chile,CHL,Americas,20170101, 28,192 , 0.6671 , 18,368,577 
Canada,CAN,Americas,20170101, 55,756 , 0.8127 , 36,545,075 
Cameroon,CMR,Africa,20170101, 4,744 , 0.3688 , 24,393,181 
Cambodia,KHM,Asia,20170101, 4,259 , 0.3226 , 15,830,689 
Burkina Faso,BFA,Africa,20170101, 2,233 , 0.5079 , 19,835,858 
Bulgaria,BGR,Europe,20170101, 25,874 , 0.5356 , 7,075,947 
Brazil,BRA,Americas,20170101, 17,401 , 0.5379 , 208,504,960 
Botswana,BWA,Africa,20170101, 16,377 , 0.5853 , 2,401,840 
Bosnia and Herzegovina,BIH,Europe,20170101, 15,722 , 0.5324 , 3,440,027 
Bolivia,BOL,Americas,20170101, 9,566 , 0.3846 , 11,435,533 
Belize,BLZ,Americas,20170101, 11,523 , 0.4758 , 374,693 
Belgium,BEL,Europe,20170101, 60,045 , 0.7748 , 11,375,158 
Belarus,BLR,Europe,20170101, 25,504 , 0.5137 , 9,458,989 
Barbados,BRB,Americas,20170101, 17,256 , 0.6508 , 279,187 
Bangladesh,BGD,Asia,20170101, 6,020 , 0.4102 , 161,793,964 
Austria,AUT,Europe,20170101, 63,840 , 0.8165 , 8,797,566 
Australia,AUS,Oceania,20170101, 56,028 , 0.8085 , 24,592,588 
Argentina,ARG,Americas,20170101, 28,499 , 0.5833 , 44,044,811 
Antigua and Barbuda,ATG,Americas,20170101, 26,949 , 0.6305 , 91,119 
Albania,ALB,Europe,20170101, 14,229 , 0.5106 , 2,873,457 
Afghanistan,AFG,Asia,20170101, 2,957 , 0.3462 , 35,643,418 
Zimbabwe,ZWE,Africa,20180101, 3,717 , 0.3744 , 15,052,184 
Zambia,ZMB,Africa,20180101, 3,675 , 0.4729 , 17,835,893 
Viet Nam,VNM,Asia,20180101, 11,089 , 0.5008 , 94,914,330 
Uzbekistan,UZB,Asia,20180101, 7,448 , 0.4611 , 32,956,100 
Uruguay,URY,Americas,20180101, 29,571 , 0.7118 , 3,427,042 
United States,USA,Americas,20180101, 68,096 , 0.7328 , 326,838,199 
United Kingdom,GBR,Europe,20180101, 53,821 , 0.8094 , 66,460,344 
United Arab Emirates,ARE,Asia,20180101, 70,411 , 0.6474 , 9,140,169 
Ukraine,UKR,Europe,20180101, 17,187 , 0.4985 , 44,690,584 
Uganda,UGA,Africa,20180101, 2,617 , 0.4031 , 41,515,395 
Turkiye,TUR,Asia,20180101, 28,576 , 0.4195 , 81,407,204 
Tunisia,TUN,Africa,20180101, 12,864 , 0.5345 , 11,933,041 
Trinidad and Tobago,TTO,Americas,20180101, 31,025 , 0.5576 , 1,504,709 
Thailand,THA,Asia,20180101, 20,952 , 0.5054 , 71,127,802 
Tanzania,TZA,Africa,20180101, 3,355 , 0.4699 , 58,090,443 
Sweden,SWE,Europe,20180101, 61,256 , 0.8636 , 10,175,214 
Suriname,SUR,Americas,20180101, 22,965 , 0.5098 , 593,715 
St. Vincent and the Grenadines,VCT,Americas,20180101, 15,910 , 0.6112 , 105,281 
St. Lucia,LCA,Americas,20180101, 22,378 , 0.6290 , 177,888 
St. Kitts and Nevis,KNA,Americas,20180101, 30,111 , 0.6614 , 47,761 
Sri Lanka,LKA,Asia,20180101, 14,760 , 0.5259 , 21,670,000 
Spain,ESP,Europe,20180101, 45,849 , 0.7045 , 46,797,754 
South Africa,ZAF,Africa,20180101, 14,871 , 0.5886 , 57,339,635 
Slovenia,SVN,Europe,20180101, 44,057 , 0.6726 , 2,073,894 
Singapore,SGP,Asia,20180101, 119,343 , 0.7965 , 5,638,676 
Sierra Leone,SLE,Africa,20180101, 1,619 , 0.4536 , 7,861,281 
Senegal,SEN,Africa,20180101, 4,085 , 0.5523 , 15,574,909 
Russian Federation,RUS,Europe,20180101, 36,908 , 0.4691 , 145,398,106 
Romania,ROU,Europe,20180101, 35,258 , 0.6573 , 19,473,970 
Portugal,PRT,Europe,20180101, 39,249 , 0.7207 , 10,283,822 
Poland,POL,Europe,20180101, 36,752 , 0.6750 , 37,974,750 
Philippines,PHL,Asia,20180101, 9,091 , 0.4697 , 108,568,836 
Peru,PER,Americas,20180101, 15,243 , 0.5236 , 32,203,944 
Panama,PAN,Americas,20180101, 32,767 , 0.5206 , 4,165,255 
Pakistan,PAK,Asia,20180101, 5,427 , 0.3938 , 219,731,479 
Norway,NOR,Europe,20180101, 87,559 , 0.8896 , 5,311,916 
North Macedonia,MKD,Europe,20180101, 21,019 , 0.5311 , 1,889,051 
Nigeria,NGA,Africa,20180101, 5,815 , 0.4385 , 198,387,623 
Nicaragua,NIC,Americas,20180101, 6,808 , 0.4364 , 6,572,233 
New Zealand,NZL,Oceania,20180101, 47,171 , 0.8286 , 4,900,600 
Netherlands,NLD,Europe,20180101, 66,189 , 0.8540 , 17,231,624 
Nepal,NPL,Asia,20180101, 4,306 , 0.5277 , 28,506,712 
Myanmar,MMR,Asia,20180101, 6,155 , 0.4212 , 52,666,014 
Morocco,MAR,Africa,20180101, 8,588 , 0.5090 , 35,927,511 
Mongolia,MNG,Asia,20180101, 15,443 , 0.5449 , 3,163,991 
Moldova,MDA,Europe,20180101, 13,896 , 0.4908 , 2,707,203 
Mexico,MEX,Americas,20180101, 22,402 , 0.4570 , 124,013,861 
Malaysia,MYS,Asia,20180101, 30,950 , 0.5370 , 32,399,271 
Malawi,MWI,Africa,20180101, 1,714 , 0.5111 , 18,367,883 
Madagascar,MDG,Africa,20180101, 1,725 , 0.4373 , 26,846,541 
Liberia,LBR,Africa,20180101, 1,667 , 0.4535 , 4,889,391 
Lebanon,LBN,Asia,20180101, 16,381 , 0.4706 , 5,950,839 
Kyrgyz Republic,KGZ,Asia,20180101, 6,066 , 0.4750 , 6,322,800 
Kenya,KEN,Africa,20180101, 5,043 , 0.4485 , 49,953,304 
Kazakhstan,KAZ,Asia,20180101, 33,491 , 0.5175 , 18,276,452 
Jordan,JOR,Asia,20180101, 9,314 , 0.5964 , 10,459,865 
Japan,JPN,Asia,20180101, 45,095 , 0.7873 , 126,811,000 
Jamaica,JAM,Americas,20180101, 10,167 , 0.5769 , 2,811,835 
Italy,ITA,Europe,20180101, 49,297 , 0.6522 , 60,421,760 
Indonesia,IDN,Asia,20180101, 12,395 , 0.5191 , 267,066,843 
India,IND,Asia,20180101, 7,746 , 0.5182 , 1,369,003,306 
Hungary,HUN,Europe,20180101, 35,800 , 0.5479 , 9,775,564 
Honduras,HND,Americas,20180101, 6,202 , 0.4056 , 9,792,850 
Guyana,GUY,Americas,20180101, 13,086 , 0.5040 , 785,514 
Guatemala,GTM,Americas,20180101, 11,485 , 0.4422 , 16,346,950 
Grenada,GRD,Americas,20180101, 16,119 , 0.6117 , 121,838 
Greece,GRC,Europe,20180101, 32,473 , 0.6066 , 10,732,882 
Ghana,GHA,Africa,20180101, 6,187 , 0.5927 , 30,870,641 
Germany,DEU,Europe,20180101, 61,981 , 0.8359 , 82,905,782 
Georgia,GEO,Asia,20180101, 17,229 , 0.6108 , 3,726,549 
France,FRA,Europe,20180101, 54,200 , 0.7381 , 67,158,348 
Finland,FIN,Europe,20180101, 57,116 , 0.8721 , 5,515,525 
Ethiopia,ETH,Africa,20180101, 2,343 , 0.3800 , 111,129,438 
Estonia,EST,Europe,20180101, 40,683 , 0.7985 , 1,321,977 
El Salvador,SLV,Americas,20180101, 10,204 , 0.4814 , 6,276,342 
Ecuador,ECU,Americas,20180101, 14,094 , 0.4725 , 17,015,672 
Dominican Republic,DOM,Americas,20180101, 20,579 , 0.4672 , 10,765,531 
Dominica,DMA,Americas,20180101, 15,734 , 0.5991 , 70,823 
Denmark,DNK,Europe,20180101, 66,760 , 0.8934 , 5,793,636 
Czechia,CZE,Europe,20180101, 47,464 , 0.7422 , 10,629,928 
Croatia,HRV,Europe,20180101, 33,028 , 0.6132 , 4,087,843 
Cote d'Ivoire,CIV,Africa,20180101, 6,108 , 0.4734 , 25,493,988 
Costa Rica,CRI,Americas,20180101, 22,900 , 0.6866 , 5,040,734 
Colombia,COL,Americas,20180101, 17,327 , 0.5055 , 49,276,961 
China,CHN,Asia,20180101, 17,490 , 0.5008 , 1,402,760,000 
Chile,CHL,Americas,20180101, 28,795 , 0.6671 , 18,701,450 
Canada,CAN,Americas,20180101, 56,470 , 0.8127 , 37,072,620 
Cameroon,CMR,Africa,20180101, 4,797 , 0.3688 , 25,076,747 
Cambodia,KHM,Asia,20180101, 4,521 , 0.3226 , 16,025,238 
Burkina Faso,BFA,Africa,20180101, 2,315 , 0.5079 , 20,392,723 
Bulgaria,BGR,Europe,20180101, 26,764 , 0.5356 , 7,025,037 
Brazil,BRA,Americas,20180101, 17,572 , 0.5379 , 210,166,592 
Botswana,BWA,Africa,20180101, 16,718 , 0.5853 , 2,451,409 
Bosnia and Herzegovina,BIH,Europe,20180101, 16,515 , 0.5324 , 3,400,129 
Bolivia,BOL,Americas,20180101, 9,823 , 0.3846 , 11,606,905 
Belize,BLZ,Americas,20180101, 11,420 , 0.4758 , 382,066 
Belgium,BEL,Europe,20180101, 60,844 , 0.7748 , 11,427,054 
Belarus,BLR,Europe,20180101, 26,364 , 0.5137 , 9,438,785 
Barbados,BRB,Americas,20180101, 17,097 , 0.6508 , 279,688 
Bangladesh,BGD,Asia,20180101, 6,386 , 0.4102 , 163,683,958 
Austria,AUT,Europe,20180101, 65,071 , 0.8165 , 8,840,521 
Australia,AUS,Oceania,20180101, 56,801 , 0.8085 , 24,963,258 
Argentina,ARG,Americas,20180101, 27,473 , 0.5833 , 44,494,502 
Antigua and Barbuda,ATG,Americas,20180101, 28,663 , 0.6305 , 91,626 
Albania,ALB,Europe,20180101, 14,837 , 0.5106 , 2,866,376 
Afghanistan,AFG,Asia,20180101, 2,907 , 0.3462 , 36,686,784 
Zimbabwe,ZWE,Africa,20190101, 3,413 , 0.3993 , 15,354,608 
Zambia,ZMB,Africa,20190101, 3,618 , 0.4664 , 18,380,477 
Viet Nam,VNM,Asia,20190101, 11,798 , 0.4888 , 95,776,716 
Uzbekistan,UZB,Asia,20190101, 7,747 , 0.4637 , 33,580,350 
Uruguay,URY,Americas,20190101, 29,834 , 0.7053 , 3,428,409 
United States,USA,Americas,20190101, 69,459 , 0.7199 , 328,329,953 
United Kingdom,GBR,Europe,20190101, 54,397 , 0.8024 , 66,836,327 
United Arab Emirates,ARE,Asia,20190101, 70,639 , 0.6416 , 9,211,657 
Ukraine,UKR,Europe,20190101, 17,839 , 0.5022 , 44,474,512 
Uganda,UGA,Africa,20190101, 2,693 , 0.4046 , 42,949,080 
Turkiye,TUR,Asia,20190101, 28,401 , 0.4279 , 82,579,440 
Tunisia,TUN,Africa,20190101, 12,942 , 0.5329 , 12,049,314 
Trinidad and Tobago,TTO,Americas,20190101, 30,824 , 0.5404 , 1,519,955 
Togo,TGO,Africa,20190101, 2,568 , 0.4537 , 8,243,094 
Thailand,THA,Asia,20190101, 21,341 , 0.5026 , 71,307,763 
Tanzania,TZA,Africa,20190101, 3,444 , 0.4676 , 59,872,579 
Sweden,SWE,Europe,20190101, 61,842 , 0.8601 , 10,278,887 
Suriname,SUR,Americas,20190101, 22,978 , 0.5098 , 600,301 
St. Vincent and the Grenadines,VCT,Americas,20190101, 16,070 , 0.6196 , 104,924 
St. Lucia,LCA,Americas,20190101, 22,145 , 0.6146 , 178,583 
St. Kitts and Nevis,KNA,Americas,20190101, 30,995 , 0.6459 , 47,712 
Sri Lanka,LKA,Asia,20190101, 14,637 , 0.5192 , 21,803,000 
Spain,ESP,Europe,20190101, 46,424 , 0.7193 , 47,134,837 
South Africa,ZAF,Africa,20190101, 14,718 , 0.5785 , 58,087,055 
Slovenia,SVN,Europe,20190101, 45,293 , 0.6738 , 2,088,385 
Singapore,SGP,Asia,20190101, 119,572 , 0.7960 , 5,703,569 
Sierra Leone,SLE,Africa,20190101, 1,665 , 0.4544 , 8,046,828 
Senegal,SEN,Africa,20190101, 4,160 , 0.5516 , 16,000,781 
Rwanda,RWA,Africa,20190101, 2,653 , 0.6094 , 12,835,028 
Russian Federation,RUS,Europe,20190101, 37,699 , 0.4721 , 145,453,291 
Romania,ROU,Europe,20190101, 36,809 , 0.6422 , 19,371,648 
Portugal,PRT,Europe,20190101, 40,293 , 0.7121 , 10,286,263 
Poland,POL,Europe,20190101, 38,397 , 0.6645 , 37,965,475 
Philippines,PHL,Asia,20190101, 9,489 , 0.4709 , 110,380,804 
Peru,PER,Americas,20190101, 15,289 , 0.5068 , 32,824,861 
Panama,PAN,Americas,20190101, 33,305 , 0.5192 , 4,232,532 
Pakistan,PAK,Asia,20190101, 5,474 , 0.3909 , 223,293,280 
Norway,NOR,Europe,20190101, 87,948 , 0.8936 , 5,347,896 
North Macedonia,MKD,Europe,20190101, 21,990 , 0.5379 , 1,876,262 
Nigeria,NGA,Africa,20190101, 5,799 , 0.4322 , 203,304,492 
Niger,NER,Africa,20190101, 1,579 , 0.4525 , 23,443,393 
Nicaragua,NIC,Americas,20190101, 6,520 , 0.4042 , 6,663,924 
New Zealand,NZL,Oceania,20190101, 47,523 , 0.8223 , 4,979,200 
Netherlands,NLD,Europe,20190101, 67,043 , 0.8417 , 17,344,874 
Nepal,NPL,Asia,20190101, 4,541 , 0.5294 , 28,832,496 
Namibia,NAM,Africa,20190101, 11,714 , 0.6219 , 2,446,644 
Myanmar,MMR,Asia,20190101, 6,514 , 0.4187 , 53,040,212 
Mozambique,MOZ,Africa,20190101, 1,509 , 0.4278 , 30,285,595 
Morocco,MAR,Africa,20190101, 8,743 , 0.5027 , 36,304,408 
Mongolia,MNG,Asia,20190101, 15,963 , 0.5452 , 3,232,430 
Moldova,MDA,Europe,20190101, 14,621 , 0.4850 , 2,664,224 
Mexico,MEX,Americas,20190101, 22,154 , 0.4537 , 125,085,311 
Mauritius,MUS,Africa,20190101, 25,739 , 0.6149 , 1,265,985 
Mauritania,MRT,Africa,20190101, 6,280 , 0.3477 , 4,383,849 
Mali,MLI,Africa,20190101, 2,511 , 0.4515 , 20,567,424 
Malaysia,MYS,Asia,20190101, 31,917 , 0.5546 , 32,804,020 
Malawi,MWI,Africa,20190101, 1,760 , 0.5148 , 18,867,337 
Madagascar,MDG,Africa,20190101, 1,757 , 0.4300 , 27,533,134 
Liberia,LBR,Africa,20190101, 1,594 , 0.4591 , 4,985,289 
Lebanon,LBN,Asia,20190101, 15,694 , 0.4700 , 5,781,907 
Kyrgyz Republic,KGZ,Asia,20190101, 6,214 , 0.4778 , 6,456,200 
Kenya,KEN,Africa,20190101, 5,197 , 0.4493 , 50,951,450 
Kazakhstan,KAZ,Asia,20190101, 34,550 , 0.5185 , 18,513,673 
Jordan,JOR,Asia,20190101, 9,265 , 0.5678 , 10,698,683 
Japan,JPN,Asia,20190101, 44,977 , 0.7798 , 126,633,000 
Jamaica,JAM,Americas,20190101, 10,251 , 0.5645 , 2,813,773 
Italy,ITA,Europe,20190101, 50,110 , 0.6542 , 59,729,081 
Indonesia,IDN,Asia,20190101, 12,895 , 0.5214 , 269,582,878 
India,IND,Asia,20190101, 7,964 , 0.5115 , 1,383,112,050 
Hungary,HUN,Europe,20190101, 37,558 , 0.5339 , 9,771,141 
Honduras,HND,Americas,20190101, 6,254 , 0.4014 , 9,958,829 
Guyana,GUY,Americas,20190101, 13,558 , 0.5026 , 798,753 
Guinea,GIN,Africa,20190101, 3,600 , 0.4361 , 12,877,539 
Guatemala,GTM,Americas,20190101, 11,762 , 0.4591 , 16,604,026 
Grenada,GRD,Americas,20190101, 16,111 , 0.6021 , 122,724 
Greece,GRC,Europe,20190101, 33,118 , 0.6158 , 10,721,582 
Ghana,GHA,Africa,20190101, 6,454 , 0.5770 , 31,522,290 
Germany,DEU,Europe,20190101, 62,507 , 0.8353 , 83,092,962 
Georgia,GEO,Asia,20190101, 18,187 , 0.6087 , 3,720,161 
France,FRA,Europe,20190101, 55,010 , 0.7365 , 67,388,001 
Finland,FIN,Europe,20190101, 57,752 , 0.8749 , 5,521,606 
Ethiopia,ETH,Africa,20190101, 2,473 , 0.3894 , 114,120,594 
Estonia,EST,Europe,20190101, 42,167 , 0.8069 , 1,326,898 
El Salvador,SLV,Americas,20190101, 10,447 , 0.4781 , 6,280,217 
Ecuador,ECU,Americas,20190101, 13,850 , 0.4758 , 17,343,740 
Dominican Republic,DOM,Americas,20190101, 21,388 , 0.4634 , 10,881,882 
Dominica,DMA,Americas,20190101, 16,459 , 0.5865 , 71,428 
Denmark,DNK,Europe,20190101, 67,515 , 0.8992 , 5,814,422 
Czechia,CZE,Europe,20190101, 48,710 , 0.7271 , 10,671,870 
Croatia,HRV,Europe,20190101, 34,355 , 0.6073 , 4,065,253 
Cote d'Ivoire,CIV,Africa,20190101, 6,356 , 0.4643 , 26,147,551 
Costa Rica,CRI,Americas,20190101, 23,251 , 0.6859 , 5,084,532 
Colombia,COL,Americas,20190101, 17,555 , 0.4963 , 50,187,406 
China,CHN,Asia,20190101, 18,465 , 0.4862 , 1,407,745,000 
Chile,CHL,Americas,20190101, 28,463 , 0.6755 , 19,039,485 
Canada,CAN,Americas,20190101, 56,713 , 0.8086 , 37,618,495 
Cameroon,CMR,Africa,20190101, 4,828 , 0.3760 , 25,782,341 
Cambodia,KHM,Asia,20190101, 4,786 , 0.3234 , 16,207,746 
Burkina Faso,BFA,Africa,20190101, 2,386 , 0.5090 , 20,951,639 
Bulgaria,BGR,Europe,20190101, 28,041 , 0.5442 , 6,975,761 
Brazil,BRA,Americas,20190101, 17,650 , 0.5306 , 211,782,878 
Botswana,BWA,Africa,20190101, 16,892 , 0.5906 , 2,499,702 
Bosnia and Herzegovina,BIH,Europe,20190101, 17,191 , 0.5278 , 3,360,711 
Bolivia,BOL,Americas,20190101, 9,895 , 0.3820 , 11,777,315 
Benin,BEN,Africa,20190101, 3,398 , 0.4987 , 12,290,444 
Belize,BLZ,Americas,20190101, 11,689 , 0.4777 , 389,095 
Belgium,BEL,Europe,20190101, 61,872 , 0.7917 , 11,488,980 
Belarus,BLR,Europe,20190101, 26,799 , 0.5169 , 9,419,758 
Barbados,BRB,Americas,20190101, 17,132 , 0.6510 , 280,180 
Bangladesh,BGD,Asia,20190101, 6,813 , 0.4148 , 165,516,222 
Austria,AUT,Europe,20190101, 65,722 , 0.8223 , 8,879,920 
Australia,AUS,Oceania,20190101, 57,188 , 0.8050 , 25,334,826 
Argentina,ARG,Americas,20190101, 26,657 , 0.5823 , 44,938,712 
Antigua and Barbuda,ATG,Americas,20190101, 29,395 , 0.6280 , 92,117 
Angola,AGO,Africa,20190101, 8,280 , 0.4126 , 32,353,588 
Algeria,DZA,Africa,20190101, 15,412 , 0.5059 , 42,705,368 
Albania,ALB,Europe,20190101, 15,211 , 0.5061 , 2,854,191 
Afghanistan,AFG,Asia,20190101, 2,934 , 0.3476 , 37,769,499 
Zimbabwe,ZWE,Africa,20200101, 3,083 , 0.3931 , 15,669,666 
Zambia,ZMB,Africa,20200101, 3,415 , 0.4541 , 18,927,715 
Viet Nam,VNM,Asia,20200101, 12,027 , 0.4917 , 96,648,685 
